Corpus Name,genre,Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length
Statius Silvae Part 1,miscellaneous,0.00329,0.00392,0,0.00046,0.00007,0.00025,0.0012,0.00011,0,0,0,0.00046,0.00004,0.00025,0.00074,0.00269,0.00131,0.00011,0.00004,0.27523,40.10526,0.00018,0.00014,0.01672,0.00011,111.78656
Statius Silvae Part 2,miscellaneous,0.00334,0.00338,0,0.00026,0.00018,0.00022,0.0007,0.00007,0,0,0,0.00026,0.00007,0.00015,0.00044,0.0022,0.00183,0.00004,0.00011,0.2875,34.46479,0.00015,0.00011,0.01853,0.00022,129.78095
Statius Silvae Part 3,miscellaneous,0.00424,0.00237,0,0.00011,0.00018,0.00014,0.00074,0.00011,0.00004,0,0,0.00014,0.00004,0.00007,0.00057,0.00173,0.00124,0.00042,0.00007,0.32258,41.61538,0.00025,0.00014,0.01918,0.00007,149.83069
Statius Silvae Part 4,miscellaneous,0.00428,0.00337,0,0.00035,0.00009,0.00035,0.0006,0.00004,0.00004,0,0,0.00009,0,0.00022,0.00056,0.00164,0.00156,0.00022,0.00026,0.31915,44.14286,0.0003,0.00013,0.01677,0.00009,131.49432
Statius Silvae Part 5,miscellaneous,0.00456,0.00283,0,0.00026,0.0001,0.00039,0.00061,0.00013,0,0,0,0.00029,0.0001,0.00016,0.0009,0.00173,0.00154,0.00016,0.00003,0.3,43.36145,0.00022,0.00022,0.01837,0.0001,131.35021
Statius Thebaid Part 1,epic,0.00228,0.00292,0,0.00022,0.00015,0.00015,0.00045,0.00011,0,0,0,0.00022,0.00011,0.00034,0.00075,0.00213,0.00123,0.00019,0.00004,0.31731,43.24,0.00037,0.00015,0.01574,0.00015,202.59091
Statius Thebaid Part 10,epic,0.00184,0.00306,0,0.0004,0.00008,0.00025,0.00093,0.00028,0,0,0,0.00011,0.00006,0.00034,0.00048,0.00221,0.00122,0.00008,0,0.29921,32.82609,0.00034,0.00011,0.01859,0.00011,220.89375
Statius Thebaid Part 11,epic,0.00272,0.00356,0,0.00028,0.00014,0.00017,0.0008,0.00003,0,0,0,0.00052,0.00003,0.00056,0.00035,0.00213,0.00262,0.00014,0.00007,0.16279,32.22581,0.00014,0.0001,0.02017,0.00017,146.98974
Statius Thebaid Part 12,epic,0.00221,0.00302,0,0.0002,0.00013,0.00016,0.00101,0.00016,0.00003,0,0,0.00016,0.00003,0.00059,0.00075,0.00169,0.00172,0.00026,0,0.34783,34.8209,0.00023,0.00023,0.01883,0.00007,189.82716
Statius Thebaid Part 2,epic,0.00217,0.00372,0,0.0004,0,0.00025,0.00054,0.00014,0,0,0,0.00011,0.00007,0.0004,0.00069,0.0026,0.00072,0.00011,0,0.31298,43.97059,0.00022,0.00007,0.01683,0.00011,196.32624
Statius Thebaid Part 3,epic,0.00371,0.00352,0,0.00026,0.00022,0.00015,0.0007,0.00007,0,0,0,0.00033,0.00007,0.00048,0.00037,0.00204,0.00156,0.00007,0,0.26364,35.64286,0.00022,0.00026,0.01831,0.00015,184.82877
Statius Thebaid Part 4,epic,0.00245,0.00372,0,0.00003,0.0001,0.00019,0.00076,0.00016,0.00003,0,0,0.00019,0,0.00013,0.00029,0.00213,0.0007,0.00016,0,0.2659,35.9375,0.00022,0.00016,0.01916,0.0001,165.67895
Statius Thebaid Part 5,epic,0.0019,0.00285,0,0.00018,0.00007,0.00025,0.0006,0.00007,0,0,0,0.00039,0.00014,0.0006,0.00042,0.00268,0.0013,0.00004,0.00004,0.26852,40.6,0.00018,0.00014,0.01948,0.00032,199.88028
Statius Thebaid Part 6,epic,0.00094,0.00349,0,0.00037,0.00006,0.00045,0.00091,0.00017,0,0,0,0.00028,0.00003,0.00034,0.00034,0.00173,0.00048,0.00017,0.00009,0.19632,35.65116,0.00028,0.00028,0.01881,0.00011,198.88701
Statius Thebaid Part 7,epic,0.00188,0.0031,0,0.00019,0.00019,0.00023,0.00097,0.0001,0,0,0,0.00023,0.00006,0.00023,0.00068,0.00188,0.00165,0.00019,0,0.31579,35.98413,0.00016,0.00016,0.01894,0.0001,195.77848
Statius Thebaid Part 8,epic,0.00226,0.0033,0,0.00035,0.00017,0.00024,0.00073,0.00017,0,0,0,0.00021,0.00014,0.00024,0.00059,0.00177,0.00177,0.00017,0.0001,0.28947,36.10417,0.00024,0.00017,0.01878,0.00014,178.58385
Statius Thebaid Part 9,epic,0.0023,0.00395,0,0.00056,0.00003,0.0003,0.00089,0.00012,0,0,0,0.0003,0.00009,0.0003,0.00027,0.00224,0.00171,0.00015,0.00003,0.31356,40.08511,0.00024,0.00021,0.0187,0.00018,202.98204
Terence Adelphi,drama,0.01185,0.01218,0.00005,0.00074,0.00047,0.0004,0.00097,0.00025,0.00002,0,0,0.00037,0.00022,0.00191,0.00243,0.0029,0.00796,0.0003,0,0.16059,25.08434,0.00035,0.00005,0.00977,0.00042,37.68411
Terence Andria,drama,0.01291,0.01261,0.00012,0.00102,0.00022,0.00055,0.00075,0.00015,0.00007,0,0.00002,0.00045,0.00027,0.00302,0.0025,0.00307,0.00916,0.00017,0.00002,0.17013,26.44379,0.00035,0.00022,0.01004,0.00042,33.94661
Terence Eunuchus,drama,0.01319,0.01197,0.00025,0.00088,0.00075,0.00072,0.00077,0.00025,0.00002,0,0,0.00048,0.00025,0.00233,0.00195,0.00233,0.01054,0.00014,0,0.17426,25.16931,0.00032,0.00023,0.01013,0.00023,32.98881
Terence Heautontimorumenos,drama,0.01389,0.01166,0.00014,0.00091,0.00039,0.00063,0.0006,0.00039,0,0,0,0.00058,0.00035,0.00297,0.00235,0.00311,0.00797,0.00014,0.00005,0.22377,23.1453,0.00033,0.00009,0.0105,0.00005,38.19077
Terence Hecyra,drama,0.01292,0.01215,0.00003,0.00126,0.00019,0.00074,0.0008,0.00055,0.00011,0.00005,0,0.00033,0.0003,0.0034,0.00214,0.00367,0.00507,0.00011,0.00003,0.29389,27.2,0.00027,0.00011,0.01185,0.00019,51.21208
Terence Phormio,drama,0.01226,0.01174,0.00014,0.00083,0.00031,0.00059,0.00073,0.00035,0.00012,0,0,0.00043,0.00033,0.00298,0.00246,0.00257,0.00881,0.00038,0.00005,0.20363,24.38119,0.00045,0.00014,0.00954,0.00021,36.68891
Tibullus Elegies,elegy,0.00709,0.00435,0.00003,0.00045,0.00008,0.00038,0.00096,0.00012,0.00002,0,0,0.00042,0.00018,0.00089,0.00096,0.00233,0.00091,0.00012,0.00008,0.24183,29.76271,0.00014,0.00044,0.01477,0.00006,98.1622
Valerius Flaccus Argonautica Part 1,epic,0.00346,0.0028,0,0.0004,0.00006,0.00037,0.00053,0.00003,0,0,0,0.00019,0.00019,0.00053,0.00047,0.00252,0.00069,0.00009,0.00006,0.25,48.92473,0.00019,0.0005,0.0195,0.00022,103.55806
Valerius Flaccus Argonautica Part 2,epic,0.00218,0.00329,0.00004,0.00044,0.00004,0.00036,0.00095,0.0002,0,0,0,0.00032,0.00008,0.00083,0.0002,0.00202,0.00067,0.00008,0,0.18367,45.53846,0.00012,0.00028,0.02072,0.00024,96.33969
Valerius Flaccus Argonautica Part 3,epic,0.00196,0.00268,0,0.00057,0.00011,0.00021,0.00064,0.00007,0,0,0,0.00021,0.00007,0.0005,0.00029,0.002,0.00093,0.00014,0,0.18959,33.84848,0.00007,0.00036,0.01879,0,95.2415
Valerius Flaccus Argonautica Part 4,epic,0.00268,0.00334,0,0.00038,0.00014,0.00014,0.00111,0.00028,0,0,0,0.00021,0.0001,0.00035,0.00038,0.00226,0.00105,0.00014,0.00007,0.17563,34.33871,0.0001,0.00038,0.01895,0.00024,93.2013
Valerius Flaccus Argonautica Part 5,epic,0.00325,0.00401,0,0.00065,0.00019,0.00038,0.00076,0.00015,0.00004,0,0,0.00027,0.00034,0.0008,0.00065,0.00195,0.00126,0.00023,0.00011,0.20741,35.66176,0.00011,0.00023,0.01638,0.00004,87.30667
Valerius Flaccus Argonautica Part 6,epic,0.00164,0.00352,0,0.00035,0.00003,0.00031,0.00077,0.00028,0.00003,0,0,0.00021,0.00014,0.00052,0.00031,0.00258,0.00056,0.0001,0.00021,0.20833,42.08571,0.00007,0.0001,0.01941,0.00003,102.47143
Valerius Flaccus Argonautica Part 7,epic,0.00575,0.00428,0,0.00102,0.00024,0.00041,0.00204,0.00012,0,0,0,0.00016,0.0002,0.00094,0.0009,0.00273,0.00204,0.00024,0.00045,0.21053,42.98214,0.00008,0.00029,0.0194,0.00008,88.58123
Valerius Flaccus Argonautica Part 8,epic,0.00425,0.00357,0,0.00096,0.00017,0.00074,0.00142,0.00011,0,0,0,0,0.00017,0.0004,0.00017,0.00295,0.0017,0.00023,0.00017,0.13966,27.64516,0.00017,0.00017,0.01954,0.00017,84.87981
Vergil Aeneid Part 1,epic,0.00237,0.00337,0,0.00061,0,0.00036,0.00057,0.00007,0.00004,0,0,0.00036,0.00004,0.00043,0.0005,0.0028,0.001,0.00022,0.00011,0.32536,32.11111,0.00011,0.00018,0.01976,0.00043,118.1822
Vergil Aeneid Part 10,epic,0.00239,0.00369,0,0.00077,0.00015,0.00021,0.00065,0.00024,0,0,0,0.00044,0.00012,0.00053,0.0003,0.00293,0.00133,0.00027,0.00024,0.24912,32.81176,0.00006,0.00015,0.01815,0.00018,102.51515
Vergil Aeneid Part 11,epic,0.00223,0.00346,0,0.00094,0.00018,0.00035,0.00082,0.00012,0.00003,0,0,0.00021,0.00009,0.00062,0.00059,0.00299,0.00082,0.00015,0.00009,0.24,37.675,0.00009,0.00015,0.01871,0.00026,112.52145
Vergil Aeneid Part 12,epic,0.00284,0.0036,0,0.00087,0.00011,0.00042,0.0009,0.00006,0,0,0,0.00017,0,0.00079,0.00025,0.00282,0.00113,0.00011,0.0002,0.22348,38.06849,0.00011,0.00031,0.01833,0.00017,117.60265
Vergil Aeneid Part 2,epic,0.00265,0.00359,0,0.0007,0.0001,0.00023,0.00097,0.00003,0,0,0,0.00017,0.00003,0.0004,0.00097,0.00282,0.00121,0.00027,0.00003,0.24675,30.48571,0.00017,0.0002,0.02032,0.00017,111.28358
Vergil Aeneid Part 3,epic,0.00264,0.00305,0,0.00038,0,0.00019,0.00041,0.00034,0,0,0,0.00008,0.00008,0.00011,0.00034,0.00279,0.00079,0.00015,0.00004,0.2186,31.36364,0.0003,0.00015,0.01917,0.00019,112.99574
Vergil Aeneid Part 4,epic,0.00345,0.00364,0,0.00077,0.00015,0.00031,0.0008,0.00038,0,0,0,0.00034,0.00011,0.00023,0.00092,0.00303,0.00214,0.00023,0.00004,0.25381,29.47541,0.00023,0.00023,0.01876,0.00011,104.03586
Vergil Aeneid Part 5,epic,0.00164,0.00343,0,0.00071,0.00006,0.00028,0.00117,0.00009,0,0,0,0.00015,0.00003,0.00022,0.00062,0.00284,0.00077,0.00015,0,0.25703,35.73034,0.00015,0.00015,0.01839,0.00012,118.11314
Vergil Aeneid Part 6,epic,0.00281,0.00424,0,0.00066,0.00003,0.0003,0.00054,0.00012,0.00003,0,0,0.00021,0.00015,0.00042,0.00063,0.00335,0.00105,0.00018,0.00009,0.30526,30.11111,0.00015,0.00009,0.01789,0.00015,104.93417
Vergil Aeneid Part 7,epic,0.00195,0.00341,0,0.00066,0,0.00017,0.00093,0.00013,0,0,0,0.00017,0.00017,0.00033,0.00026,0.00361,0.00033,0.00013,0.00013,0.2723,44.375,0.00017,0.00013,0.01832,0.0001,134.96875
Vergil Aeneid Part 8,epic,0.00274,0.0037,0,0.00067,0,0.0003,0.0007,0.00019,0,0,0,0.00019,0.00007,0.0007,0.00041,0.00303,0.00026,0.00019,0,0.22467,38.87879,0.00011,0.00022,0.01924,0.00033,115.48718
Vergil Aeneid Part 9,epic,0.00242,0.00311,0,0.00086,0.0002,0.00017,0.0007,0.00013,0,0,0,0.00017,0.00007,0.00017,0.0002,0.00288,0.00119,0.00017,0.0001,0.28452,37.13793,0.00017,0.00026,0.01811,0.0003,109.80727
Vergil Eclogues,miscellaneous,0.00808,0.00483,0,0.00053,0.0002,0.0003,0.00138,0.00023,0,0,0,0.00059,0.00007,0.00102,0.00141,0.00253,0.00148,0.00016,0.0002,0.23529,27.37805,0.00013,0.00043,0.01268,0.00043,91.16168
Vergil Georgics Part 1,epic,0.00163,0.00216,0.00011,0.00084,0,0.00042,0.00053,0.00011,0,0,0,0.00016,0,0.00042,0.00095,0.00242,0,0.00032,0.00011,0.25833,40.62745,0.00021,0.00058,0.01962,0.00016,158.46667
Vergil Georgics Part 2,epic,0.00134,0.00277,0,0.00094,0,0.00069,0.00074,0.00025,0,0,0,0.00015,0.00015,0.0004,0.00084,0.00248,0.0003,0.0003,0.0001,0.27273,37.6,0.00045,0.00015,0.02155,0.0003,147.37226
Vergil Georgics Part 3,epic,0.00108,0.00206,0,0.00019,0,0.00028,0.00056,0.00009,0.00005,0,0,0.00052,0.00005,0.00023,0.00052,0.00267,0.00047,0.00009,0.00014,0.21277,48.27027,0.00019,0.00052,0.02278,0,141.27152
Vergil Georgics Part 4,epic,0.00181,0.00358,0.00005,0.001,0,0.00057,0.00129,0.00019,0,0,0,0.00019,0.0001,0.00057,0.00057,0.00277,0.00057,0.00014,0.0001,0.25758,45.93333,0.00014,0.00024,0.02052,0.00005,146.51748
