Ancient Greek Verse Data
Code Repo: https://github.com/QuantitativeCriticismLab/greek-genre-classification.git,Corpus: https://github.com/timgianitsos/tesserae.git,Code commit: 42fe37028967abbe15270d3e021bcfb3848ecdc8,Corpus commit: 60a0b5c14f1ecc6269607eb9f426d7e8abb92fd0,Project: https://www.qcrit.org,Author: Tim Gianitsos,Note: Frequencies are per-character
file name,freq_allos,freq_autos,freq_circumstantial_markers,freq_conditional_markers,freq_conjunction,freq_demonstrative,freq_hina,freq_hopos,freq_indefinite_pronoun_in_non_interrogative_sentence,freq_interrogatives,freq_men,freq_particles,freq_personal_pronouns,freq_reflexive,freq_sentence_with_relative_clause,freq_sentences_with_vocative_omega,freq_superlative,freq_temporal_causal_markers,freq_ws,freq_wste_not_preceded_by_eta,mean_length_relative_clause,mean_sentence_length,variance_of_sentence_length
bacchylides.epinicians.tess,0.0001147842056932966,3.8261401897765534e-05,7.652280379553107e-05,0.00030609121518212427,0.006887052341597796,0.0002295684113865932,0.0001147842056932966,0.0,0.0009451423620682865,0.0761904761904762,0.0004973982246709519,0.007001836547291093,0.0009947964493419038,0.0,0.23809523809523808,0.10476190476190476,0.00015304560759106213,0.0004591368227731864,0.0001147842056932966,0.0,55.75757575757576,248.9142857142857,69689.48789115644
bion_of_phlossa.epitaphius.tess,0.00021413276231263382,0.0006423982869379015,0.0,0.0,0.006209850107066381,0.00021413276231263382,0.0,0.0,0.0,0.05,0.0010706638115631692,0.006209850107066381,0.0029978586723768737,0.0,0.125,0.025,0.00021413276231263382,0.00042826552462526765,0.001284796573875803,0.0,28.181818181818183,116.75,8857.9375
bion_of_phlossa.epithalamium.tess,0.0,0.0,0.0,0.0,0.008124576844955992,0.0,0.0,0.0013540961408259986,0.0007739938080495357,0.2,0.0013540961408259986,0.004739336492890996,0.003385240352064997,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,147.7,7199.410000000001
bion_of_phlossa.fragmenta.tess,0.0003588087549336204,0.001076426264800861,0.0,0.000897021887334051,0.008790814495873699,0.001076426264800861,0.0001794043774668102,0.0001794043774668102,0.0009051821679112921,0.2608695652173913,0.001076426264800861,0.0041263006817366344,0.002691065662002153,0.0,0.06521739130434782,0.043478260869565216,0.0,0.0007176175098672408,0.0016146393972012918,0.0,26.666666666666668,121.17391304347827,9119.013232514179
callimachus.epigrams.tess,0.00023766141170878554,0.0003961023528479759,0.0,0.0011090865879743326,0.006020755763289234,0.0015844094113919036,0.0,0.0,0.0010441138084051162,0.14516129032258066,0.0015051889408223085,0.007367503762972352,0.004040243999049354,0.0,0.13709677419354838,0.03225806451612903,0.00031688188227838076,0.00015844094113919038,0.0007129842351263567,0.0,41.85,101.79838709677419,3895.48354578564
callimachus.hymns.tess,0.00038285610655489956,0.0006448102847240413,6.045096419287888e-05,0.00014105224978338404,0.008825840772160316,0.0005843593205311625,0.0003022548209643944,6.045096419287888e-05,0.0007736777632116223,0.10559006211180125,0.001591875390412477,0.011364781268261228,0.0022366856751365183,0.0,0.2639751552795031,0.052795031055900624,0.0002015032139762629,0.000826163177302678,0.0004634573921454047,0.0,41.41935483870968,154.12111801242236,15493.739988812156
colluthus.rape_of_helen.tess,0.0,0.0003974111502214148,0.00011354604292040422,0.0004541841716816169,0.006812762575224254,0.00017031906438060634,5.677302146020211e-05,0.0,0.00032086247834178273,0.18110236220472442,0.0014760985579652549,0.006812762575224254,0.0016464176223458613,0.0,0.07086614173228346,0.007874015748031496,5.677302146020211e-05,0.0002838651073010106,0.0002838651073010106,0.0,61.45454545454545,138.69291338582678,11428.055304110605
euripides.alcestis.tess,0.0004025383595377912,0.0007577192650123129,0.00037885963250615644,0.0008524341731388521,0.007269369198711877,0.00371756014396666,2.3678727031634778e-05,4.7357454063269556e-05,0.0007650691294606263,0.20268006700167504,0.0009945065353286608,0.009731956810001894,0.00639325629854139,0.0,0.09380234505862646,0.05862646566164154,0.00016575108922144344,0.00044989581360106083,0.0006866830839174086,7.103618109490433e-05,38.85245901639344,70.7286432160804,3308.1843219447273
euripides.andromache.tess,0.000335310266781231,0.000670620533562462,0.00018861202506444244,0.0007754049919315967,0.006852903577341409,0.003457887126181445,0.00020956891673826937,4.191378334765388e-05,0.0006374461358015248,0.2651072124756335,0.0011526290420604817,0.008655196261290526,0.005930800343693024,4.191378334765388e-05,0.10331384015594541,0.10136452241715399,0.00018861202506444244,0.0006287067502148082,0.0010478445836913468,2.095689167382694e-05,38.81967213114754,93.01559454191033,4847.492934198178
euripides.bacchae.tess,0.00028020174525658474,0.0007605475942678728,0.0002601873348811144,0.00024017292450564405,0.005964294291890161,0.002721959811063966,0.00018012969337923305,6.0043231126411014e-05,0.0005187423880193062,0.22340425531914893,0.0009807061083980466,0.00828596589544472,0.004102954126971419,4.002882075094068e-05,0.18085106382978725,0.06914893617021277,0.00018012969337923305,0.0005003602593867584,0.0012609078536546313,0.0001601152830037627,35.50819672131148,88.58865248226951,6102.465544992716
euripides.cyclops.tess,0.00029905424096295465,0.0007476356024073866,7.476356024073866e-05,0.0005981084819259093,0.005981084819259093,0.0029905424096295465,0.00018690890060184666,0.00014952712048147733,0.0008278145695364238,0.2736318407960199,0.0007850173825277559,0.008037082725879406,0.004747486075286905,0.0,0.07711442786069651,0.06467661691542288,0.000336436021083324,0.0006354902620462786,0.0013831258644536654,0.0,34.0,66.54477611940298,3552.4569503230123
euripides.electra.tess,0.00016052008507564508,0.0006420803403025803,0.000220715116979012,0.000882860467916048,0.0055178779244753,0.0033909867972230024,0.00012039006380673381,6.0195031903366907e-05,0.0008224082047312661,0.26489028213166144,0.0012841606806051607,0.00993218026405554,0.004795537541634897,0.0,0.11912225705329153,0.08934169278996865,0.000220715116979012,0.0003611701914202014,0.0009631205104538705,0.00012039006380673381,34.61904761904762,78.11598746081505,4254.205982645602
euripides.hecuba.tess,0.0002971326697370376,0.00044569900460555636,0.00021223762124074114,0.0008277267228388904,0.006834051403951865,0.0032472356049833393,0.00023346138336481525,6.367128637222234e-05,0.0009936242444315642,0.3290203327171904,0.0011460831547000022,0.008022582082900015,0.0057304157735000106,4.2447524248148224e-05,0.12014787430683918,0.10720887245841035,0.0005093702909777787,0.0005093702909777787,0.001315873251692595,0.00010611881062037057,35.55555555555556,87.09242144177449,5246.191088591333
euripides.helen.tess,0.0003468007629616785,0.0004256191181802418,0.00014187303939341395,0.0005517284865299431,0.005816794615129971,0.0028059334457808532,0.0002049277235682646,4.729101313113798e-05,0.0006459211976138911,0.28292682926829266,0.0013556757097592886,0.010120276810063528,0.005154720431294039,9.458202626227596e-05,0.14268292682926828,0.09024390243902439,0.00029950974983054054,0.0005832558286173684,0.0011349843151473116,7.88183552185633e-05,31.424242424242426,77.36219512195122,5034.231009815583
euripides.heracleidae.tess,0.00039796045268001494,0.0007213033204825271,0.00012436264146250465,0.0009451560751150354,0.0069145628653152595,0.005422211167765203,0.0,0.00017410769804750652,0.000707317791989626,0.2273781902552204,0.001417734112672553,0.009799776147245368,0.006193259544832732,4.974505658500187e-05,0.10208816705336426,0.10672853828306264,0.0002487252829250093,0.0006466857356050243,0.0006466857356050243,7.46175848775028e-05,35.333333333333336,93.2830626450116,4372.0080425923625
euripides.heracles.tess,0.00040638606676342525,0.00034833091436865023,0.0001548137397194001,0.0006773101112723754,0.006715045960328979,0.0026898887276245766,0.00011611030478955007,9.675858732462506e-05,0.0005723443223443224,0.26436781609195403,0.0009869375907111755,0.00783744557329463,0.004218674407353653,3.870343492985003e-05,0.15599343185550082,0.08702791461412152,0.00017416545718432512,0.0006386066763425254,0.0011998064828253508,9.675858732462506e-05,38.75925925925926,84.85221674876847,5545.354186383227
euripides.hippolytus.tess,0.0002658009151145792,0.000512616050578117,0.00015188623720833097,0.0007214596267395721,0.005999506369729073,0.0033035256592811985,0.00011391467790624822,0.0001898577965104137,0.0007405578869414959,0.2589147286821705,0.0011771183383645649,0.00901824533424465,0.0057716770139165765,3.797155930208274e-05,0.08217054263565891,0.12093023255813953,0.00020884357616145506,0.0004936302709270756,0.0009682747622031099,0.00020884357616145506,36.92982456140351,81.65426356589147,4023.8944198064996
euripides.ion.tess,0.00045319502492572635,0.0005706900313879517,0.00011749500646222535,0.0006881850378501771,0.005841180321264918,0.0023499001292445073,0.0003692700203098511,5.035500276952515e-05,0.0007732535661233543,0.27666666666666667,0.0009231750507746278,0.008996760494821827,0.00508585527972204,1.6785000923175052e-05,0.1288888888888889,0.09111111111111111,0.0002349900129244507,0.0004867650267720765,0.0012253050673917787,1.6785000923175052e-05,31.607692307692307,66.16444444444444,3915.901846913578
euripides.iphigenia_aulis.tess,0.0002971130515161019,0.0004291632966343694,0.00014855652575805094,0.0006932637868709044,0.006272386643117706,0.0026079923410857833,0.00033012561279566877,9.903768383870063e-05,0.0006392499467291711,0.2297979797979798,0.000907845435188089,0.008748328739085222,0.006602512255913375,1.6506280639783436e-05,0.13762626262626262,0.07449494949494949,0.00016506280639783438,0.0004786821385537197,0.0011389333641450572,0.0001320502451182675,31.73170731707317,76.49368686868686,4499.0529904474015
euripides.iphigenia_tauris.tess,0.0002562413060985431,0.0006223003148107475,7.321180174244088e-05,0.0005673914635039169,0.006058276594186983,0.0029467750201332453,0.00012812065304927155,0.000164726553920492,0.0009478672985781991,0.2579250720461095,0.0007138150669887986,0.008584083754301194,0.005252946775020134,1.830295043561022e-05,0.13688760806916425,0.08645533141210375,9.15147521780511e-05,0.0005856944139395271,0.0012629035800571051,7.321180174244088e-05,35.01754385964912,78.72622478386167,5152.423606208837
euripides.medea.tess,0.0003066250167685556,0.0006707422241812154,0.00017247657193231254,0.000766562541921389,0.007857266054694237,0.003200398612521799,5.749219064410417e-05,0.0001533125083842778,0.000893435482790199,0.21503496503496503,0.0012456641306222572,0.008642992660163662,0.005576742492478105,1.9164063548034725e-05,0.11013986013986014,0.08041958041958042,0.00042160939805676396,0.0008048906690174585,0.0011498438128820835,7.66562541921389e-05,36.710144927536234,91.22552447552448,4700.482355494159
euripides.orestes.tess,0.00033750613647520863,0.0004448944526264114,0.00015341188021600392,0.0007670594010800196,0.005308051055473736,0.002930166912125675,9.204712812960235e-05,0.00012272950417280314,0.0006608086869552794,0.22869955156950672,0.001058541973490427,0.008514359351988217,0.005614874815905744,4.602356406480118e-05,0.13004484304932734,0.08408071748878924,0.0002454590083456063,0.000506259204712813,0.0011045655375552283,9.204712812960235e-05,30.945945945945947,73.0762331838565,4197.525578636206
euripides.phoenissae.tess,0.0002445623098910169,0.0005961206303593537,4.5855433104565674e-05,0.0004891246197820338,0.005655503416229766,0.0030264585849013345,6.114057747275423e-05,0.00013756629931369703,0.0006689434214695631,0.2403598971722365,0.0009476789508276905,0.008070556226403559,0.004188129556883665,7.642572184094279e-05,0.14138817480719795,0.09897172236503857,0.0002904177429955826,0.0004891246197820338,0.0011005303945095762,0.0001834217324182627,38.6875,84.09125964010283,5565.563651112539
euripides.rhesus.tess,0.0003336206177541772,0.0005282326447774473,0.00011120687258472574,0.00047262920848508436,0.005977369401429009,0.0025299563513025104,2.7801718146181435e-05,2.7801718146181435e-05,0.0006440677966101694,0.26898047722342733,0.0008896549806778059,0.008312713725708248,0.005115516138897384,2.7801718146181435e-05,0.08676789587852494,0.0368763557483731,0.00013900859073090718,0.0007506463899468988,0.000834051544385443,0.00011120687258472574,42.97826086956522,78.02386117136659,4067.320471859254
euripides.suppliants.tess,0.0003673372371918149,0.0008427148382635752,4.321614555197822e-05,0.0007130664016076406,0.006482421832796733,0.0036085481535901814,0.00010804036387994555,2.160807277598911e-05,0.0007625050833672224,0.2504854368932039,0.0012316601482313793,0.008859309838155536,0.003694980444694138,0.0,0.15728155339805824,0.06019417475728155,0.0002376888005358802,0.000388945309967804,0.001015579420471488,0.00010804036387994555,39.11702127659574,89.8621359223301,5393.8508964087105
euripides.trojan_women.tess,0.0002962461382199839,0.0007829362224385289,0.00014812306910999196,0.0005078505226628296,0.0062846502179525155,0.002475771297981294,0.00014812306910999196,0.00014812306910999196,0.00031438935912938334,0.199203187250996,0.0010580219222142283,0.007236869947945321,0.004337889881078336,6.34813153328537e-05,0.14741035856573706,0.12151394422310757,0.00021160438444284564,0.0005078505226628296,0.0010580219222142283,2.1160438444284565e-05,40.694117647058825,94.13944223107569,5657.872986143077
homer.iliad.part.1.tess,0.0005887649788737273,0.0007619311491307058,0.0005887649788737273,0.000865830851284893,0.009835838470596384,0.0006233982129251229,0.0001385329362055829,3.463323405139572e-05,0.0008927242969796162,0.12037037037037036,0.0016623952344669945,0.015030823578305742,0.003705756043499342,0.0,0.5092592592592593,0.037037037037037035,0.00020779940430837432,0.0011775299577474546,0.00020779940430837432,0.0,43.044444444444444,267.35185185185185,25306.265089163237
homer.iliad.part.10.tess,0.0005151035726112072,0.0005518966849405792,0.0005151035726112072,0.0005886897972699511,0.00853600206041429,0.0005518966849405792,7.358622465874389e-05,3.6793112329371944e-05,0.0008017960230917255,0.1242603550295858,0.001250965819198646,0.012767209978292064,0.002685897200044152,0.0,0.34911242603550297,0.04142011834319527,7.358622465874389e-05,0.0011405864822105303,0.0004047242356230914,0.0,41.59154929577465,160.82248520710058,7905.897482581137
homer.iliad.part.11.tess,0.0005045408678102926,0.0007820383451059536,0.0004540867810292634,0.0004288597376387487,0.007290615539858728,0.0002522704339051463,5.0454086781029264e-05,2.5227043390514632e-05,0.00036365525481843214,0.05286343612334802,0.0016649848637739658,0.013723511604439959,0.0013370332996972755,0.0,0.3700440528634361,0.02643171806167401,0.00010090817356205853,0.0008829465186680121,0.0005549949545913218,0.0,46.27350427350427,174.62555066079295,9970.58665993907
homer.iliad.part.12.tess,0.0005456033463671911,0.0008638719650813858,0.00031826861871419476,0.000727471128489588,0.009457124670364645,0.000363735564244794,0.00013640083659179777,4.546694553059925e-05,0.0003704218178450711,0.030927835051546393,0.001273074474856779,0.0120942075111394,0.0007729380740201874,0.0,0.4845360824742268,0.030927835051546393,4.546694553059925e-05,0.0008184050195507866,0.00027280167318359554,0.0,50.32,226.7422680412371,24941.96450207247
homer.iliad.part.13.tess,0.0005614536545528788,0.0007400979991833401,0.00015312372396896693,0.0004338505512454063,0.008677011024908126,0.0002296855859534504,2.552062066149449e-05,0.0,0.0008526966531656363,0.050761421319796954,0.0011739485504287464,0.012658227848101266,0.0010718660677827684,0.0,0.4467005076142132,0.01015228426395939,0.00017864434463046142,0.0006890567578603511,0.0002807268272764394,0.0,48.12244897959184,198.9035532994924,17414.442474683703
homer.iliad.part.14.tess,0.0004926917392018393,0.0009443258334701922,0.00041057644933486614,0.00045163409426835275,0.007595664312695024,0.00036951880440137954,0.00012317293480045984,8.211528986697323e-05,0.000649125843863597,0.0661764705882353,0.0013138446378715717,0.014944982755789128,0.002052882246674331,0.0,0.4411764705882353,0.014705882352941176,0.00032846115946789294,0.0012317293480045984,0.0004926917392018393,0.0,43.18518518518518,179.08823529411765,10976.22750865052
homer.iliad.part.15.tess,0.0006021160076841471,0.0008601657252630674,0.00037273848094732917,0.0004874272443157382,0.008859706970209593,0.00037273848094732917,8.601657252630673e-05,0.0,0.0004540501271340356,0.09239130434782608,0.0014336095421051123,0.01379132379505118,0.0013189207787367033,0.0,0.46195652173913043,0.021739130434782608,0.00017203314505261346,0.0007741491527367606,0.00045875505347363593,0.0,45.370370370370374,189.54891304347825,14088.801955340257
