Ancient Greek Prose Data,Code Repo: https://github.com/QuantitativeCriticismLab/greek-genre-classification.git,Corpus: https://github.com/timgianitsos/tesserae.git,Code commit: 116ab759730f9312abc012cfe6e0f24933d1bc47,Corpus commit: 60a0b5c14f1ecc6269607eb9f426d7e8abb92fd0,Project: https://www.qcrit.org,Author: Tim Gianitsos,Note: Frequencies are per-character,,,,,,,,,,,,,,,,
file name,freq_allos,freq_autos,freq_circumstantial_markers,freq_conditional_markers,freq_conjunction,freq_demonstrative,freq_hina,freq_hopos,freq_indefinite_pronoun_in_non_interrogative_sentence,freq_interrogatives,freq_men,freq_particles,freq_personal_pronouns,freq_reflexive,freq_sentence_with_relative_clause,freq_sentences_with_vocative_omega,freq_superlative,freq_temporal_causal_markers,freq_ws,freq_wste_not_preceded_by_eta,mean_length_relative_clause,mean_sentence_length,variance_of_sentence_length
appian.civil_wars.part.1.tess,0.0005391360831438779,0.0031308866515102306,0.00014290354011042546,0.0002923026956804157,0.013803182851575186,0.0020266320233842156,9.74342318934719e-05,2.5982461838259174e-05,0.0005074953154278576,0.0,0.0019227021760311789,0.007125690159142579,0.0001948684637869438,0.000376745696654758,0.20920502092050208,0.002789400278940028,0.0002923026956804157,0.00024033777200389736,0.0010977590126664502,2.5982461838259174e-05,46.53977272727273,214.71408647140865,15269.130247875375
appian.civil_wars.part.2.tess,0.0005127939500673365,0.003397907386304776,0.0001709313166891122,0.0003884802652025277,0.014161400600849477,0.0017662902724541593,9.841500051797368e-05,3.107842121620222e-05,0.0007123498977001275,0.02699662542182227,0.001978659484098208,0.007505438723712835,0.0009323526364860666,0.000424738423288097,0.22947131608548932,0.02249718785151856,0.0003315031596394903,0.0003056044752926551,0.0011706205324769502,3.107842121620222e-05,51.88695652173913,217.16535433070865,16013.278619700091
appian.civil_wars.part.3.tess,0.0004965489845573266,0.003442739626264131,0.00015724051177648675,0.00047999735173874904,0.013564063094824304,0.0017213698131320655,0.00013241306254862042,5.7930714865021436e-05,0.0004964053406367683,0.06412478336221837,0.001928265223364285,0.007382028237085589,0.0018455070592713972,0.0003227568399622623,0.24436741767764297,0.01559792027729636,0.00022344704305079697,0.00044689408610159393,0.0011420626644818512,3.3103265637155106e-05,49.417647058823526,209.41767764298095,19562.735424069397
appian.civil_wars.part.4.tess,0.00038990277585621393,0.0029242708189216042,0.00013206384343516923,0.00026412768687033845,0.015048989397159998,0.001496723558931918,0.00023897266907316336,1.2577508898587546e-05,0.00046711031481955467,0.02204928664072633,0.0022262190750499955,0.008307444627517074,0.0013772372243953362,0.00045279032034915167,0.21660181582360571,0.02464332036316472,0.0003207264769139824,0.00044650156589985787,0.0009307356584954783,5.659879004364396e-05,46.40625,206.24383916990922,13277.279063860013
appian.civil_wars.part.5.tess,0.0003875635173542331,0.0031312671481476925,0.0001722504521574369,0.00044908153598188907,0.013780036172594953,0.0014641288433382138,0.00020916126333403055,6.151801862765604e-06,0.0004462238308315877,0.005063291139240506,0.0023992027264785856,0.008551004589244189,0.0009842882980424965,0.0003875635173542331,0.2139240506329114,0.007594936708860759,0.00010458063166701528,0.00038141171549146746,0.0010150473073563247,4.306261303935923e-05,40.702127659574465,205.76455696202532,14120.266085563217
aretaeus.curatione_acutorum_morbum.tess,0.0005151390269326804,0.00021817652905384112,0.00014242078979903518,0.00028181135002787813,0.014202685995491019,0.0021878257496787956,0.0,3.0302295701922376e-06,0.0006789320976566187,0.008624602814344077,0.002215097815810526,0.009833094955273812,0.00017272308550095756,0.0,0.03041307308216069,0.0,0.000254539283896148,0.00010302780538653608,0.0006333179801701777,6.060459140384475e-06,32.888888888888886,149.7993645029505,13565.732782165367
aretaeus.signorum_acutorum_morbum.tess,0.00039701719257060003,0.0003624939584340261,0.0001208313194780087,0.0002761858730925913,0.013584892632741836,0.002123178899399296,0.0,0.0,0.0006077760605692257,0.013368983957219251,0.0021577021335358695,0.009735552026513843,8.630808534143478e-05,0.0,0.026737967914438502,0.0,0.0005005868949803218,0.00018987778775115654,0.0005523717461851826,0.0,50.9,154.89839572192514,13373.112671223078
aristotle.constitution.tess,0.0007507371696304202,0.0015647895222417193,0.00021708062736301308,0.0006060167513884115,0.010410825087284503,0.0027496879465981655,0.0001809005228025109,0.00022612565350313863,0.0006542124009595115,0.0047169811320754715,0.002387886900993144,0.011107292100074169,9.9495287541381e-05,0.00020803560122288752,0.24842767295597484,0.0,0.00023517067964326418,0.0006602869082291648,0.0004612963331464028,6.331518298087882e-05,41.343434343434346,173.83333333333334,13879.698637316546
aristotle.economics.tess,0.0007567874373285403,0.0036420395421436005,0.0,0.0004493425409138208,0.010358528048434396,0.0024122599564847225,0.00016554725191561821,2.3649607416516885e-05,0.0008040866521615741,0.0,0.0015135748746570807,0.010192980796518777,7.094882224955066e-05,2.3649607416516885e-05,0.24521072796934865,0.0,0.00023649607416516885,0.0008040866521615741,0.0005439409705798884,0.0003547441112477533,32.26315789473684,162.00766283524905,8903.317948943788
aristotle.eudemian_ethics.tess,0.0008127155867682457,0.0016564508524207757,6.203935776856839e-05,0.0011291163113879446,0.015081767873538973,0.0030709482095441346,6.203935776856839e-05,4.963148621485471e-05,0.0012174522739586322,0.028350515463917526,0.0027979750353624338,0.011669603196267713,0.000266769238404844,0.00018611807330570513,0.24140893470790378,0.0,0.0001302826513139936,0.0008313273940988163,0.0008499392014293868,0.00036603221083455345,31.23488372093023,138.47766323024055,12278.825102443283
aristotle.metaphysics.tess,0.0011021417932167987,0.0018896916571076376,0.00010486397644198668,0.0017206252461093325,0.01510255268879796,0.0037130407985070794,1.7120649215018234e-05,2.9961136126281908e-05,0.0020618747985091416,0.11343283582089553,0.002523155678063312,0.011348850348405212,0.00013910527487202314,3.852146073379102e-05,0.24818763326226012,0.0,0.00013054495026451404,0.0005628413429437244,0.001027238952901094,0.0004108955811604376,33.83874709976798,199.2631130063966,28239.74100608746
aristotle.nicomachean_ethics.tess,0.0005747520845486052,0.0014926397419620491,6.57676514657608e-05,0.0009750769195575839,0.015015040775943908,0.002513468071234945,5.1470335929725836e-05,3.717302039369088e-05,0.0012016391893806982,0.05423094904160823,0.0026192682062016037,0.013310800764048543,0.00022589758546935228,0.000297384163149527,0.23468910705937354,0.0,0.00020302188061169634,0.0005776115476558121,0.0007491793340882316,0.00020016241750448935,30.10451612903226,163.49509116409538,11071.465497174948
aristotle.poetics.tess,0.0007832080200501253,0.0015037593984962407,6.265664160401002e-05,0.0008771929824561404,0.014191729323308271,0.002631578947368421,4.699248120300752e-05,4.699248120300752e-05,0.0012341772151898734,0.011235955056179775,0.002756892230576441,0.011325187969924813,0.00020363408521303258,1.5664160401002506e-05,0.25280898876404495,0.0,0.00020363408521303258,0.0005639097744360903,0.0007832080200501253,0.00028195488721804513,44.141666666666666,179.29494382022472,17898.35401937885
aristotle.politics.tess,0.000775741817940275,0.0013711889014357155,0.00013047645255876184,0.0007188066386419062,0.012437964377556152,0.002801685281307232,7.591357239782508e-05,0.0001328487516961939,0.0011561258783990224,0.03632694248234107,0.0027874514864826396,0.011016957194234364,6.642437584809695e-05,0.00010200886290957744,0.1977800201816347,0.0,0.00021587922150631506,0.0005740963912585521,0.0006642437584809695,0.00034161107579021283,45.18329938900204,212.68012108980827,31009.496062952
aristotle.rhetoric.tess,0.0007428662986322521,0.0014165440694507158,3.641501463883588e-05,0.0016168266499643133,0.016303002053806824,0.002443447482265888,8.739603513320612e-05,9.832053952485689e-05,0.0009717452098895475,0.019757807520713832,0.0022613724090717086,0.010028695031535403,0.0003495841405328245,8.739603513320612e-05,0.27151051625239003,0.0025493945188017845,0.00013109405269980917,0.0006736777708184639,0.000928582873290315,0.0003568671434605917,34.05410122164049,175.0235818992989,19671.14220998712
aristotle.virtues_and_vices.tess,0.0,0.0008058017727639,0.0001007252215954875,0.0,0.017929089443996776,0.0001007252215954875,0.0,0.0,0.00030217566478646255,0.0,0.0014101531023368251,0.010273972602739725,0.0001007252215954875,0.0,0.2753623188405797,0.0,0.0,0.0,0.0,0.0,43.24,143.8840579710145,6380.798151648812
athenaeus.deipnosophists.tess,0.0004077524350640283,0.0016991546677599645,8.71361368082033e-05,0.00032452625311260336,0.009751427412805214,0.0018337688278290479,9.216322162406119e-05,4.189237346548236e-05,0.0007666510343882562,0.07020009922275508,0.0010942287949183992,0.00881080398726025,0.0012394556895987381,0.0001094787359897939,0.16528857284603937,0.028526542086985282,0.0002697868851177064,0.00038317557596427863,0.0008540458537163003,9.99831313376179e-05,49.88875154511743,148.0322473954027,14243.567506492158
barnabas.barnabae_epistulae.tess,0.0001363605372605168,0.0039090020681348155,0.0,0.000681802686302584,0.00899979545919411,0.0019317742778573214,0.0009317970046135315,0.0,0.0002732376173679765,0.13283208020050125,0.00040908161178155044,0.00370446126224404,0.006204404445353515,0.0006363491738824118,0.14035087719298245,0.0,0.0,0.0006136224176723256,0.0010227040294538761,2.2726756210086133e-05,36.32258064516129,110.2781954887218,7652.346166167304
basil_of_caesarea.de_legendis.tess,0.0003832641328648994,0.0020440753752794636,3.193867773874162e-05,0.0005748961992973491,0.010635579687000959,0.0022676461194506546,6.387735547748324e-05,0.00015969338869370808,0.0013573000733675714,0.1337579617834395,0.0017246885978920473,0.00887895241137017,0.0020440753752794636,0.0005110188438198659,0.34394904458598724,0.01910828025477707,9.581603321622485e-05,0.0004790801660811242,0.000830405621207282,0.0003832641328648994,48.26984126984127,199.42675159235668,17729.913424479695
basil_of_caesarea.epistulae.tess,0.0002986979186685101,0.002358835034191028,9.444125369666128e-05,0.0009663756192216503,0.009259635478723813,0.0018723527622419476,0.0002525754459329313,6.25947844268569e-05,0.0007753583833132553,0.09925841414717627,0.0011827119794337697,0.005026251374065333,0.005339225296199618,0.0008444805127061922,0.20270013310515306,0.008556759840273816,0.0004008262511544345,0.0005260158200081483,0.0007961617317451097,0.0004074151758309458,44.078947368421055,173.1544019775623,15177.720217835013
callistratus.statuarum_descriptiones.tess,0.0,0.0014313346228239845,3.868471953578336e-05,0.00015473887814313345,0.01067698259187621,0.0005802707930367504,3.868471953578336e-05,0.0,0.0006741216591323657,0.02631578947368421,0.0019729206963249517,0.008626692456479691,0.0006963249516441006,0.00019342359767891682,0.15789473684210525,0.017543859649122806,3.868471953578336e-05,3.868471953578336e-05,0.0009284332688588008,0.0,54.8,226.75438596491227,21340.904586026467
chariton.de_chaerea.tess,0.00035040004004571886,0.0023276574088751324,0.00010845715525224632,0.00032954289480490226,0.009043658176418078,0.0015350858897241017,0.0002961714624195957,3.337143238530656e-05,0.0006693619641757476,0.08038914490527393,0.001747828771180431,0.008985258169743791,0.003745943285250661,0.0004922286276832717,0.0706605222734255,0.03481822836661547,0.0003045143205159223,0.00023777145574530923,0.0005714857795983748,0.0001668571619265328,30.476190476190474,122.74756784434204,7454.555325625823
clement.exhortation.tess,0.00044732721986132855,0.0006709908297919928,0.00022366360993066427,0.0,0.017893088794453144,0.0006709908297919928,0.00022366360993066427,0.00022366360993066427,0.0011183180496533215,0.0,0.0008946544397226571,0.006486244687989264,0.002236636099306643,0.00022366360993066427,0.047619047619047616,0.0,0.0,0.0006709908297919928,0.0006709908297919928,0.0,31.0,212.9047619047619,9066.943310657594
clement.protrepticus.tess,0.0004355785619594723,0.0018306925067861878,7.575279338425604e-05,0.0006754624076762831,0.010232939839656587,0.0017738779117479958,0.0001578183195505334,7.575279338425604e-05,0.0004866832185983523,0.1800232288037166,0.001161542831891926,0.006760936809544852,0.0026639732340130043,0.00024619657849883213,0.1951219512195122,0.0429732868757259,0.00018306925067861876,0.0002588220440628748,0.0008522189255728805,1.2625465564042674e-05,45.19417475728155,183.98373983739836,18539.41436975345
clement.quis_dis_salvetur.tess,0.00030811143904258426,0.0020594817241267474,4.86491745856712e-05,0.0007621704018421821,0.013913663931501962,0.0022216456394123178,0.0001945966983426848,4.86491745856712e-05,0.0009655098428364533,0.1464968152866242,0.0012810949307560083,0.005546005902766517,0.0023027275970551033,0.0007946031848992962,0.2070063694267516,0.009554140127388535,0.00017838030681412772,0.00021081308987124184,0.0007783867933707392,6.486556611422826e-05,41.15555555555556,196.38853503184714,25969.753499127746
demades.on_the_twelve_years.tess,0.00022361359570661896,0.0005217650566487776,0.0,0.0005217650566487776,0.006708407871198569,0.0014162194394752535,0.0002981514609421586,0.0,0.0005272275363410409,0.021739130434782608,0.0016398330351818724,0.0073047107930828865,0.0023106738223017294,0.0,0.14130434782608695,0.05434782608695652,0.0001490757304710793,0.0002981514609421586,0.0005963029218843172,0.0,43.9375,145.82608695652175,9591.839319470704
demetrius.elocutione.tess,0.000325129559203137,0.0018325484245994995,6.896687619460482e-05,0.000650259118406274,0.011941121992551578,0.0013990423456619835,0.0,2.9557232654830638e-05,0.001629680300987868,0.022328548644338118,0.0022660545035370155,0.009330233108041538,0.0006699639401761611,0.00015763857415909674,0.06539074960127592,0.01594896331738437,0.00013793375238920963,0.0003448343809730241,0.00138918993477704,0.00015763857415909674,33.93617021276596,161.87878787878788,10156.620076361696
demosthenes.against_androtion.tess,0.0006200129394004745,0.0015095967220185465,8.087125296527928e-05,0.001779167565236144,0.009596722018546474,0.004798361009273237,0.00024261375889583783,0.0,0.0009157798338964853,0.1552511415525114,0.0022104809143843004,0.008221910718136726,0.004043562648263964,0.0005391416864351952,0.3287671232876712,0.0821917808219178,0.00024261375889583783,0.0003234850118611171,0.0012669829631227086,0.00021565667457407807,35.189189189189186,169.3881278538813,13182.593649006478
demosthenes.against_apatourius.tess,0.00017289073305670817,0.0028238819732595666,5.763024435223605e-05,0.0016136468418626094,0.007837713231904103,0.0042646380820654676,0.00034578146611341634,0.0002305209774089442,0.0006349206349206349,0.16494845360824742,0.0024204702627939143,0.008644536652835409,0.005186721991701245,0.0004610419548178884,0.21649484536082475,0.09278350515463918,0.0001152604887044721,0.0008644536652835408,0.001152604887044721,0.0002881512217611803,37.916666666666664,178.88659793814432,13343.997449250724
demosthenes.against_aphobus_1.tess,0.000582279299970886,0.0035583734998220814,9.704654999514767e-05,0.001229256299938537,0.011451492899427426,0.0054346067997282695,0.000291139649985443,0.0001617442499919128,0.0006723442402510085,0.1524390243902439,0.0028790476498560475,0.009639957299518002,0.0035583734998220814,0.0003558373499822081,0.2865853658536585,0.07317073170731707,0.00022644194998867792,0.0003881861999805907,0.001164558599941772,0.0001617442499919128,42.0,188.4939024390244,16123.006060380718
demosthenes.against_aphobus_2.tess,0.0007703418391911411,0.003370245546461242,9.629272989889263e-05,0.001059220028887819,0.010784785748675975,0.00510351468464131,0.0006740491092922485,0.0,0.0006439841150584952,0.11764705882352941,0.0025036109773712086,0.00799229658160809,0.005296100144439095,0.0005777563793933558,0.3235294117647059,0.04411764705882353,0.00019258545979778527,0.0002888781896966779,0.0017332691381800674,9.629272989889263e-05,41.148148148148145,152.72058823529412,19724.554282006917
demosthenes.against_aphobus_3.tess,0.00034103827207275484,0.002614626752557787,0.00018946570670708602,0.0009094353921940128,0.009814323607427056,0.006744979158772263,0.00030314513073133765,3.7893141341417206e-05,0.0008641469959521535,0.1986754966887417,0.002122015915119363,0.008829101932550208,0.005001894657067071,0.0004926108374384236,0.32450331125827814,0.07947019867549669,0.00015157256536566882,0.0002273588480485032,0.0012504736642667677,0.0002273588480485032,39.46875,174.7682119205298,18445.33038024648
demosthenes.against_aristocrates.tess,0.0005246589716684155,0.001982045004080681,0.00010687497571023279,0.0016905677975982277,0.010036531809879134,0.004372158097236796,0.00021374995142046558,0.00015545451012397498,0.001815344085188342,0.17092651757188498,0.0020889199797909136,0.008928918425245812,0.0035560219190859275,0.0004080680890754343,0.3035143769968051,0.11182108626198083,0.00014573860324122655,0.000534374878551164,0.0011076133846333216,0.0001360226963584781,39.816,164.4153354632588,16188.539956516854
demosthenes.against_aristogiton_1.tess,0.0006778129236330773,0.002146407591504745,0.00013556258472661545,0.0014685946678716674,0.012675101671938544,0.005061003163126977,0.00015815634884771803,0.0,0.0009989732774648278,0.2990353697749196,0.0018075011296882061,0.007388160867600542,0.0031631269769543608,0.0005422503389064618,0.3054662379421222,0.10610932475884244,0.00045187528242205153,0.00040668775417984637,0.0006552191595119747,0.0001807501129688206,39.70542635658915,142.31511254019293,16295.032536884451
