Ancient Greek Prose Data,Code Repo: https://github.com/QuantitativeCriticismLab/greek-genre-classification.git,Corpus: https://github.com/timgianitsos/tesserae.git,Code commit: 116ab759730f9312abc012cfe6e0f24933d1bc47,Corpus commit: 60a0b5c14f1ecc6269607eb9f426d7e8abb92fd0,Project: https://www.qcrit.org,Author: Tim Gianitsos,Note: Frequencies are per-character,,,,,,,,,,,,,,,,
file name,freq_allos,freq_autos,freq_circumstantial_markers,freq_conditional_markers,freq_conjunction,freq_demonstrative,freq_hina,freq_hopos,freq_indefinite_pronoun_in_non_interrogative_sentence,freq_interrogatives,freq_men,freq_particles,freq_personal_pronouns,freq_reflexive,freq_sentence_with_relative_clause,freq_sentences_with_vocative_omega,freq_superlative,freq_temporal_causal_markers,freq_ws,freq_wste_not_preceded_by_eta,mean_length_relative_clause,mean_sentence_length,variance_of_sentence_length
dionysius_halicarnassensis.ad_ammaeum.tess,0.0003792188092529389,0.0021067711625163276,0.00016854169300130619,0.0010533855812581638,0.008258542957064003,0.003075885897273838,0.00016854169300130619,4.2135423250326547e-05,0.0005195704883962591,0.03614457831325301,0.001601146083512409,0.006488855180550288,0.0010533855812581638,0.0002528125395019593,0.4939759036144578,0.10843373493975904,0.00046348965575359203,0.0004213542325032655,0.000842708465006531,8.427084650065309e-05,61.298507462686565,285.93975903614455,35178.27347946
dionysius_halicarnassensis.antiquitates_romanae.part.1.tess,0.0009048008625407025,0.002790254156936897,0.00016795704633989087,0.00031424221573269907,0.009714418841529817,0.0021455158177611866,8.668750778833078e-05,2.708984618385337e-05,0.000976423997119822,0.009497964721845319,0.001712078278819533,0.008159461670576634,0.0005688867698609208,0.00023297267718113895,0.36906377204884666,0.0027137042062415195,0.0003521680003900938,0.0005092891082564433,0.0011323555704850707,5.417969236770674e-05,55.616,250.43554952510178,28299.00568331404
dionysius_halicarnassensis.antiquitates_romanae.part.10.tess,0.0006605344707643227,0.00265619180796717,0.00016162013646361088,0.0004637795220260138,0.011720973374839258,0.0020518730368423643,0.00013351228664385247,5.621569963951683e-05,0.0006328055104994799,0.04452054794520548,0.0015529587025416524,0.006415616721359858,0.001468635153082377,0.0003794559725667386,0.3767123287671233,0.05136986301369863,0.0004286447097513158,0.0005129682592105911,0.0007237771328587791,5.621569963951683e-05,52.21830985915493,243.67979452054794,24194.65603009476
dionysius_halicarnassensis.antiquitates_romanae.part.11.tess,0.0006029688280983474,0.002697492125703133,0.00011107320517601137,0.0007061082329046437,0.011186658521298288,0.001967582491689344,0.00018247740850344722,1.5867600739430195e-05,0.0006517022628092492,0.06910569105691057,0.0013646136635909968,0.005894813674698318,0.001713700879858461,0.0005236308244011964,0.32723577235772355,0.042682926829268296,0.0004284252199646152,0.0007219758336440738,0.0008568504399292305,6.347040295772078e-05,50.666666666666664,256.1849593495935,32403.199529876412
dionysius_halicarnassensis.antiquitates_romanae.part.12.books_12-20.tess,0.0005069620472933088,0.0024167505816174175,0.00022917462411889303,0.0004652939338171464,0.010757317962429251,0.0017014479669432967,0.0001388937115872079,3.4723427896801975e-05,0.0008395934600088378,0.05067064083457526,0.00140977117261016,0.005833535886662731,0.0014167158581895206,0.0005555748463488316,0.2637853949329359,0.014903129657228018,0.0004861279905552276,0.0005208514184520296,0.0007500260425709226,0.0001250043404284871,55.63374485596708,214.59761549925486,33410.824673896874
dionysius_halicarnassensis.antiquitates_romanae.part.2.tess,0.0005844816679043926,0.0027229969469428172,0.00016503011799653437,0.0005088428638226477,0.011036389141018236,0.0021110102593723356,9.626756883131172e-05,3.438127458261133e-05,0.0007841141229958662,0.0019723865877712033,0.0017534450037131777,0.006786863602607476,0.0004607090794069918,0.00035068900074263556,0.41420118343195267,0.0,0.000440080314657425,0.0003781940204087246,0.0008182743350661495,8.251505899826719e-05,55.892405063291136,286.84023668639054,35100.20524491441
dionysius_halicarnassensis.antiquitates_romanae.part.3.tess,0.0005122361120703547,0.0029755738195547574,0.0001438865483343693,0.0004892142643368556,0.010952644059212192,0.001847503280613302,8.057646706724681e-05,4.0288233533623406e-05,0.0005743892038037329,0.01485148514851485,0.0013755554020765707,0.006371296360245873,0.00151944195041094,0.0003510831779358611,0.36468646864686466,0.0429042904290429,0.0003741050256693602,0.0005179915740037295,0.0007769873610055943,0.00010935377673412067,67.36303630363037,286.71287128712873,32327.82844819134
dionysius_halicarnassensis.antiquitates_romanae.part.4.tess,0.00047956975741763106,0.0029801834925238502,0.00013701993069075173,0.0007364821274627905,0.011264180135535548,0.002237992201282278,0.0002055298960361276,1.7127491336343966e-05,0.0006853601120414792,0.07784431137724551,0.0013759084706862987,0.006017458622835513,0.0019867889950159,0.00047956975741763106,0.3398203592814371,0.04491017964071856,0.00043389644718738046,0.0005195339038691003,0.0007764462739142597,3.996414645146925e-05,51.616314199395774,262.2110778443114,33391.744368299325
dionysius_halicarnassensis.antiquitates_romanae.part.5.tess,0.0004485713004081999,0.003063101165644565,0.0001281632286880571,0.0005575100447930484,0.009945466546193231,0.001723795425854368,0.0001730203587288771,6.408161434402855e-06,0.0005770901687178223,0.016563146997929608,0.0014931016142158654,0.005805794259568987,0.0005254692376210342,0.0004293468161049913,0.4161490683229814,0.012422360248447204,0.00041012233180178273,0.0005703263676618541,0.0008074283407347598,5.76734529096257e-05,57.57044673539519,323.0869565217391,43717.05662075793
dionysius_halicarnassensis.antiquitates_romanae.part.6.tess,0.000604242531188005,0.0025720412168268175,9.625102266711584e-05,0.0006256316473362529,0.01149130265064622,0.0019089786162311308,0.0001176401388153638,6.951462748180588e-05,0.0007799246262623962,0.10355029585798817,0.0013421670383025597,0.006325831100844335,0.0021389116148247964,0.00043847688103908325,0.3890532544378698,0.05029585798816568,0.00040639320681671134,0.0005454224617803231,0.0008234809717075466,8.555646459299185e-05,53.145077720207254,276.6434911242604,43204.315209113825
dionysius_halicarnassensis.antiquitates_romanae.part.7.tess,0.0006336364974622538,0.002726557049686062,0.00012800737322469775,0.0007104409213970725,0.011578266908173911,0.0022849316120608547,0.00017921032251457683,2.5601474644939547e-05,0.0006749186722999879,0.07450331125827815,0.001478485160745259,0.006425970135879827,0.001868907649080587,0.00033921953904544904,0.3923841059602649,0.07119205298013245,0.000396822856996563,0.0005056291242375561,0.000960055299185233,8.320479259605354e-05,48.35454545454545,258.67715231788077,26062.14576937417
dionysius_halicarnassensis.antiquitates_romanae.part.8.tess,0.0005776232864702059,0.0027643400138217,0.00016503522470577315,0.0007993893696685887,0.012836646071645917,0.0019494785918369453,0.00011346171698521903,6.704556003672033e-05,0.000552689756816507,0.07417218543046358,0.00138217000691085,0.006054729806393052,0.0022589196381602697,0.0004796336218011532,0.343046357615894,0.060927152317880796,0.00047447627102909775,0.0005569938833819843,0.0009334804897420294,0.00010830436621316362,49.26575342465753,256.8185430463576,29349.398861453446
dionysius_halicarnassensis.antiquitates_romanae.part.9.tess,0.00047994311785269894,0.0026604254310600224,0.00010665402618948865,0.00047401789417550515,0.011909699591159567,0.0016827635243230432,0.00011257924986668247,4.740178941755051e-05,0.00047981147660463533,0.030042918454935622,0.0013568762220773835,0.005966700242934171,0.000604372815073769,0.0003851395390175979,0.27896995708154504,0.01430615164520744,0.000254784618119334,0.0004858683415298928,0.0008473069858387154,7.702790780351958e-05,50.364372469635626,241.44492131616596,22717.560271059636
dionysius_halicarnassensis.de_antiquis_oratoribus.tess,0.0008533879501621437,0.00136542072025943,0.0,0.0005120327700972862,0.015190305512886158,0.002218808670421574,0.0,0.0,0.0011947431302270011,0.0,0.0023894862604540022,0.007509813961426865,0.0011947431302270011,0.000682710360129715,0.3888888888888889,0.05555555555555555,0.0003413551800648575,0.0,0.00017067759003242875,0.0,44.375,325.5,36358.02777777778
dionysius_halicarnassensis.de_compositione_verborum.tess,0.0006187480664122925,0.0020477614578883014,0.00014732096819340297,0.0006040159695929522,0.014525847463869533,0.0032705254938935457,0.0002136154038804343,4.419629045802089e-05,0.0013192106211794663,0.07084019769357495,0.0020477614578883014,0.009406443819148779,0.0012301300844149148,0.0002136154038804343,0.33607907742998355,0.02471169686985173,0.00033147217843515665,0.00041986475935119845,0.0006850425020993238,0.00016205306501274326,50.96245733788396,223.65403624382208,35583.135663280395
dionysius_halicarnassensis.de_demosthene.tess,0.0007034606164500509,0.002718226459680779,9.561600611942439e-05,0.0008059063372922913,0.01385749117259372,0.0035309625116958865,0.0001502537239019526,6.829714722816027e-05,0.0012614411965670778,0.12023809523809524,0.002253805858529289,0.009179136587464741,0.0016049829598617665,0.0003414857361408014,0.2988095238095238,0.02738095238095238,0.0004644206011514899,0.0004302720275374098,0.0006010148956078104,0.0002185508711301129,47.63920454545455,174.2797619047619,18195.444352324248
dionysius_halicarnassensis.de_dinarcho.tess,0.0005942393736017897,0.0031110178970917227,0.00013982102908277405,0.0006291946308724832,0.010591442953020135,0.003145973154362416,3.495525727069351e-05,0.0,0.0007720381807973049,0.0091324200913242,0.002656599552572707,0.008494127516778523,0.0006291946308724832,0.00013982102908277405,0.1552511415525114,0.2054794520547945,0.00013982102908277405,0.00034955257270693514,0.0012583892617449664,0.00010486577181208053,36.4375,130.63013698630138,12305.292425095378
dionysius_halicarnassensis.de_isaeo.tess,0.0005573359342343597,0.002090009753378849,0.00011146718684687195,0.0006966699177929497,0.012372857740002787,0.0041521527100459804,0.00027866796711717987,5.573359342343598e-05,0.0015243008735416545,0.09090909090909091,0.002090009753378849,0.00886164135432632,0.0035112163856764666,0.00039013515396405185,0.25252525252525254,0.1414141414141414,0.0003065347638288979,0.00033440156054061584,0.0013654730388741815,0.00033440156054061584,53.83606557377049,181.23737373737373,17621.665875931027
dionysius_halicarnassensis.de_isocrate.tess,0.0008268638890164913,0.002250907253433782,9.187376544627682e-05,0.0005971794754007993,0.0129771693692866,0.0026643391979420277,6.890532408470762e-05,0.00011484220680784602,0.0006666190510201652,0.0430622009569378,0.002480591667049474,0.00865910239331159,0.0014010749230557215,0.00034452662042353807,0.3253588516746411,0.03827751196172249,0.0005512425926776609,0.00027562129633883046,0.0008038954476549221,0.00018374753089255363,54.490196078431374,208.3062200956938,27627.542592889367
dionysius_halicarnassensis.de_lysia.tess,0.0006667936749857116,0.0028767384263669272,3.810249571346923e-05,0.0007620499142693847,0.013183463516860354,0.0036387883406363117,0.00032387121356448846,3.810249571346923e-05,0.0007964478426219063,0.04460966542750929,0.0021718422556677463,0.008877881501238331,0.0012002286149742807,0.0004572299485616308,0.24907063197026022,0.055762081784386616,0.0004953324442751,0.0005334349399885692,0.0006096399314155077,0.00028576871785101923,52.19047619047619,195.12267657992564,17229.55744116305
dionysius_halicarnassensis.de_thucydide.tess,0.0006719081318336111,0.0024433022975767675,0.00011343903524463564,0.0008638818837860714,0.013996631733261197,0.002635276049529228,0.0001483433537814466,6.980863707362193e-05,0.0009631985461154021,0.04639175257731959,0.0016841333694011292,0.006911055070288571,0.0010384034764701262,0.0004101257428075289,0.44072164948453607,0.01804123711340206,0.00028796062792869046,0.0003752214242707179,0.0006457298929310028,8.726079634202742e-05,52.54804270462633,295.3582474226804,44393.23506084598
dionysius_halicarnassensis.de_thucydidis_idiomatibus.tess,0.000340097494615123,0.0021539507992291125,0.00011336583153837434,0.00039678041038431014,0.012640290216528738,0.002380682462305861,0.0001700487473075615,0.0,0.0008502437365378075,0.0,0.0022106337149982993,0.008729169028454824,0.0007935608207686203,0.0002834145788459358,0.4230769230769231,0.019230769230769232,0.00039678041038431014,0.0006235120734610589,0.000340097494615123,0.00011336583153837434,58.09375,339.2692307692308,95531.77366863907
dionysius_halicarnassensis.epistula_ad_pompeium.tess,0.0007156488549618321,0.00248773173391494,0.00023854961832061068,0.0008178844056706652,0.015199018538713195,0.002930752453653217,6.815703380588877e-05,0.0,0.0010649627263045794,0.04032258064516129,0.0019765539803707744,0.00800845147219193,0.0012949836423118866,0.00034078516902944384,0.3387096774193548,0.008064516129032258,0.0008178844056706652,0.00034078516902944384,0.0007838058887677208,0.0,52.142857142857146,236.6451612903226,31003.019250780442
dionysius_halicarnassensis.libri_secundi_de_antiquis_oratoribus_reliquiae.tess,0.0,0.00186219739292365,0.0,0.0,0.00558659217877095,0.000931098696461825,0.0,0.0,0.00186219739292365,0.0,0.000931098696461825,0.008379888268156424,0.0,0.0,0.0,0.0625,0.0,0.000931098696461825,0.00186219739292365,0.0,0.0,67.125,4013.109375
epictetus.discourses.tess,0.0011599790877009541,0.002475166644883022,6.943536792576134e-05,0.0013070186903672723,0.011630424127565025,0.003692327800287544,0.0004288655077767612,2.8591033851784082e-05,0.001329161419976851,0.4154244977316915,0.0009332930335903803,0.006929241275650241,0.004603156450137237,0.00043090772448046007,0.0780946208684381,0.006642903434867142,0.00013682851914782382,0.0007086491961835054,0.001012939485034636,8.168866814795452e-05,32.15827338129496,79.33635774465327,5499.870661264138
epictetus.enchiridion.tess,0.0009207820508885546,0.002455418802369479,9.207820508885547e-05,0.0022405696571621498,0.010803842730425709,0.0026702679475768087,0.0002455418802369479,3.0692735029618486e-05,0.001481980464802964,0.12542372881355932,0.0010128602559774103,0.0074583346121972925,0.0044811393143242995,0.001442558546392069,0.10508474576271186,0.006779661016949152,0.00015346367514809244,0.001197016666155121,0.0012277094011847395,0.00012277094011847395,31.08108108108108,110.44406779661017,5502.863820741165
epictetus.fragments.tess,0.0004492531166934971,0.0023211411029164016,0.00014975103889783235,0.0017595747070495301,0.014825352850885404,0.001347759350080491,0.0002995020777956647,0.00018718879862229045,0.0006280092108017584,0.11570247933884298,0.001684699187600614,0.006776234510126914,0.00254576766126315,0.00048669087641795515,0.06611570247933884,0.004132231404958678,0.00022462655834674854,0.0003743775972445809,0.0005615663958668713,7.487551944891618e-05,34.36842105263158,110.37603305785125,6151.97016938734
euclid.elements.tess,0.00019616491186682326,0.002187302873495428,0.0,0.0010346737508269697,0.009262060936770792,0.000137187225946079,2.564247213945402e-06,0.0,0.00032053090174317527,0.0,0.001161603987917267,0.0055759555667242765,3.846370820918103e-06,0.00029745267681766666,0.09543109801031688,0.0,0.0,0.001461620911948879,0.0015706014185415589,0.0003718158460220833,36.7277856135402,143.6912306558585,10826.185427888606
eusebius_caesarea.historia_ecclesiastica.part.1.tess,0.0003209340709722774,0.004737598190543143,0.00019867347250664792,0.0004584772442461106,0.011630039429043006,0.0024146468196961824,0.0001222605984656295,1.5282574808203687e-05,0.0004801997631014502,0.03982300884955752,0.0009933673625332395,0.0052877708836384756,0.002491059693737201,0.0003362166457804811,0.2831858407079646,0.0,0.00039734694501329583,0.00030565149616407374,0.0011309105358070727,6.113029923281475e-05,57.90909090909091,289.53097345132744,65823.47912914086
eusebius_caesarea.historia_ecclesiastica.part.10.tess,0.00018748242352279473,0.0037184013998687623,3.1247070587132453e-05,0.00020310595881636097,0.011936380964284598,0.002140424335218573,7.811767646783114e-05,0.00029684717057775834,0.0005143606165690488,0.10843373493975904,0.0008280473705590101,0.0034684248351717025,0.002952848170484017,0.000343717776458457,0.40963855421686746,0.006024096385542169,0.0007030590882104803,0.0002812236352841921,0.001031153329375371,6.249414117426491e-05,74.18811881188118,385.578313253012,109443.97880679341
eusebius_caesarea.historia_ecclesiastica.part.2.tess,0.0004269854824935952,0.003941404453787033,9.853511134467582e-05,0.0001642251855744597,0.009607173356105893,0.002217040005255206,8.211259278722985e-05,3.284503711489194e-05,0.0007155456451559224,0.00816326530612245,0.0009196610392169743,0.004877488011561453,0.001051041187676542,0.00024633777836168956,0.33877551020408164,0.0,0.0003284503711489194,0.00024633777836168956,0.001133153780463772,6.569007422978388e-05,58.84615384615385,248.5387755102041,41031.358700541416
eusebius_caesarea.historia_ecclesiastica.part.3.tess,0.0004340977588152852,0.003857268656901534,0.00019844468974413037,0.00027286144839817927,0.009674178625026356,0.0024557530355836135,6.201396554504075e-05,2.4805586218016296e-05,0.0005671935264312183,0.021875,0.0013643072419908964,0.005928535106105895,0.0014263212075359371,0.00028526424150718743,0.346875,0.003125,0.00037208379327024446,0.00017363910352611407,0.001178265345355774,4.961117243603259e-05,56.36416184971098,251.959375,49031.65147460941
eusebius_caesarea.historia_ecclesiastica.part.4.tess,0.00043937976585310543,0.003784335402670295,7.086770416985571e-05,0.0003685120616832497,0.010318337727130991,0.0024378490234430368,5.669416333588457e-05,5.669416333588457e-05,0.0005360221362655193,0.015209125475285171,0.0009071066133741531,0.0051308217818975535,0.0017575190634124217,0.000396859143351192,0.34980988593155893,0.0038022813688212928,0.0005385945516909035,0.000198429571675596,0.0009779743175440088,8.504124500382685e-05,59.26086956521739,268.26615969581746,34332.43106015698
eusebius_caesarea.historia_ecclesiastica.part.5.tess,0.0004038273862272426,0.003870012451344409,0.00012339170134721304,0.00032530539446083435,0.011307166814362795,0.0025239211639202664,0.00017947883832321895,7.852199176640829e-05,0.0005960257006282111,0.07868852459016394,0.0010207858929633079,0.005047842327840533,0.0013460912874241422,0.00026921825748482843,0.3737704918032787,0.006557377049180328,0.000302870539670432,0.0001458265561376154,0.0008749593368256924,0.00021313112050882251,56.07027027027027,292.28524590163937,46894.25633969367
eusebius_caesarea.historia_ecclesiastica.part.6.tess,0.00045501964353095246,0.0036956473486782233,9.988236077508712e-05,0.0002330588418085366,0.009610902714580606,0.002252902137482521,4.4392160344483165e-05,2.2196080172241583e-05,0.0006138107416879795,0.032640949554896145,0.001165294209042683,0.005105098439615564,0.0012984706900761327,0.00044392160344483165,0.35014836795252224,0.0,0.00044392160344483165,0.00019976472155017424,0.0010210196879231128,6.658824051672475e-05,54.691542288557216,267.37685459940656,43603.7007105812
eusebius_caesarea.historia_ecclesiastica.part.7.tess,0.0004712295269874424,0.003043888025675641,7.64155989709366e-05,0.00020377493058916426,0.01243027076593902,0.003145775490970223,2.5471866323645532e-05,0.0001528311979418732,0.0007391893556732783,0.05054151624548736,0.0014264245141241499,0.005323620061641917,0.0019485977737588834,0.0006495325912529611,0.33935018050541516,0.0,0.00044575766066379686,0.00017830306426551873,0.0010061387197839986,5.0943732647291064e-05,51.07801418439716,283.45848375451266,83842.7536915638
eusebius_caesarea.historia_ecclesiastica.part.8.tess,0.0006132119297593608,0.002954566570658738,5.57465390690328e-05,0.00013007525782774318,0.011595280126358822,0.0017653070705193718,7.43287187587104e-05,7.43287187587104e-05,0.0007218624050049127,0.0759493670886076,0.001430827836105175,0.005314503391247794,0.0011892595001393664,0.0007247050078974264,0.34177215189873417,0.0,0.0010591842423116231,0.000278732695345164,0.000836198086035492,9.2910898448388e-05,69.97590361445783,340.6012658227848,73797.87265662549
eusebius_caesarea.historia_ecclesiastica.part.9.tess,0.00023559345992555246,0.004570513122555718,7.067803797766573e-05,0.0003533901898883287,0.010766621118597748,0.0022381378692927483,0.00021203411393299723,0.00018847476794044198,0.0006148316307226636,0.008928571428571428,0.0005654243038213259,0.0032983084389577345,0.0014606794515384252,0.0003062714979032182,0.4107142857142857,0.0,0.0010837299156575414,0.0002591528059181077,0.0007303397257692126,9.423738397022099e-05,71.21875,378.98214285714283,58978.5889668367
flavius_josephus.antiquitates_judaicae.part.1.tess,0.0004923779887343916,0.00526844447945799,5.908535864812699e-05,0.0003348170323393863,0.010300547524323472,0.002658841139165715,8.862803797219049e-05,4.9237798873439165e-05,0.0003643597116634498,0.0,0.0015953046834994288,0.008183322172765588,0.0008961279394965928,0.00014771339662031748,0.30180180180180183,0.0045045045045045045,0.00022649387481782016,0.00023634143459250797,0.0004628353094103281,1.9695119549375665e-05,52.59756097560975,228.7117117117117,18545.77725022321
flavius_josephus.antiquitates_judaicae.part.10.tess,0.0004069711768648856,0.006068658431485205,5.984870248013023e-05,0.00032318299339270326,0.010832615148903572,0.0025256152446614956,8.378818347218232e-05,0.00010772766446423441,0.0004961698110924207,0.011940298507462687,0.0014004596380350475,0.007241693000095758,0.0004428803983529637,0.00011969740496026046,0.33134328358208953,0.0,0.00022742506942449487,0.00014363688595231256,0.0008378818347218232,9.575792396820837e-05,61.397260273972606,249.38507462686567,19880.523359322786
flavius_josephus.antiquitates_judaicae.part.11.tess,0.0003266011357291107,0.005109727446084474,3.1606561522172003e-05,0.00030553009471432935,0.011557465996607563,0.0026865577293846204,0.00018963936913303202,0.00017910384862564134,0.00037750501542377634,0.0072992700729927005,0.0011905138173351453,0.006342383345449182,0.0011167651737834109,0.00012642624608868801,0.2725060827250608,0.009732360097323601,0.00016856832811825069,0.00027392353319215734,0.00063213123044344,6.321312304434401e-05,59.68345323741007,230.94160583941607,18364.17663878381
flavius_josephus.antiquitates_judaicae.part.12.tess,0.0002570297640466766,0.005517572268201991,7.710892921400298e-05,0.0003084357168560119,0.010769547113555749,0.0021590500179920835,0.0001285148820233383,0.00013708254082489419,0.000466558954907941,0.0038461538461538464,0.0011566339382100448,0.0066228002536027,0.0007796569509415857,5.140595280933532e-05,0.26346153846153847,0.015384615384615385,0.00018848849363422952,0.00018848849363422952,0.0007967922685446975,9.424424681711476e-05,58.835443037974684,224.4576923076923,17323.278979289975
flavius_josephus.antiquitates_judaicae.part.13.tess,0.00038521768986626246,0.005845259728840244,7.536867845209483e-05,0.00032659760662574424,0.010375754733571722,0.002294557543985998,0.0001172401664810364,0.0001674859521157663,0.0003523105701559394,0.0017421602787456446,0.00144037918819559,0.007411253381122658,0.0008123068677614665,9.211727366367146e-05,0.2578397212543554,0.0017421602787456446,0.0001674859521157663,0.00021773173775049617,0.0008123068677614665,8.374297605788314e-05,57.55747126436781,208.03658536585365,17330.101448967445
flavius_josephus.antiquitates_judaicae.part.14.tess,0.0004363836807815096,0.004455707056400676,5.3590978341588895e-05,0.00023733147551275083,0.011721112548710371,0.002097704009370765,0.00013014951882957303,0.00016077293502476668,0.0003839773914111937,0.0032948929159802307,0.001515859101662086,0.007081664995138533,0.0009110466318070112,4.593512429279048e-05,0.24217462932454695,0.0016474464579901153,0.00020670805931755716,0.0002449873295615492,0.0006890268643918573,6.890268643918572e-05,57.22159090909091,215.18780889621087,21832.745617439577
flavius_josephus.antiquitates_judaicae.part.15.tess,0.00033814447667692967,0.003977646870383883,0.00011568100517894961,0.0006495933367741017,0.010936304258840698,0.002740749968855114,4.4492694299596006e-05,3.559415543967681e-05,0.0006462499551215309,0.018442622950819672,0.0022335332538397194,0.00791080104646817,0.00042712986527612164,8.898538859919201e-05,0.25614754098360654,0.0,0.00040933278755628325,0.00022246347149798004,0.0009877378134510314,6.228977201943441e-05,55.804054054054056,230.2827868852459,16755.014293872624
flavius_josephus.antiquitates_judaicae.part.16.tess,0.0004835160497725501,0.0037990546767843222,7.894139588123266e-05,0.0007104725629310941,0.011495840775204507,0.0027629488558431436,4.933837242577042e-05,1.9735348970308166e-05,0.0009045122828656594,0.06779661016949153,0.002230094433644823,0.00775599214533111,0.0008190169822677889,0.00012827976830700308,0.3072033898305085,0.01059322033898305,0.0002466918621288521,0.00027629488558431433,0.001174253263733336,4.933837242577042e-05,61.93258426966292,214.70550847457628,18673.656918809233
flavius_josephus.antiquitates_judaicae.part.17.tess,0.00014699253277933481,0.005428924210650099,0.00011759402622346785,0.0003135840699292476,0.01180840013327323,0.0017835093977225957,6.859651529702291e-05,3.919800874115595e-05,0.0003966876580552388,0.011764705882352941,0.001577719851831527,0.006859651529702291,0.00042137859396742643,9.799502185288987e-05,0.3623529411764706,0.007058823529411765,0.0002841855633733806,0.0002449875546322247,0.000754561668267252,0.0001665915371499128,56.65700483091788,240.10823529411763,27195.461226297586
flavius_josephus.antiquitates_judaicae.part.18.tess,0.00028628950333388744,0.0047930403945254055,0.00010158659795718587,0.00033246522967806286,0.010879001126687722,0.002013261668606047,0.0,4.6175726344175396e-05,0.000399985116832862,0.0,0.0014499178072071074,0.006769361482056113,0.0009235145268835079,0.0001385271790325262,0.26403326403326405,0.014553014553014554,0.00019393805064553665,0.0003878761012910733,0.0006649304593561257,0.0001754677601078665,57.2484076433121,225.11850311850313,20459.738555763503
flavius_josephus.antiquitates_judaicae.part.19.tess,0.0002044351671526485,0.004142502071251036,6.455847383767847e-05,0.0003443118604676185,0.011771161729736709,0.0017215593023380928,6.455847383767847e-05,7.531821947729155e-05,0.0005310145697122564,0.007936507936507936,0.0014633254069873788,0.006875477463712758,0.0007747016860521418,0.00018291567587342235,0.2830687830687831,0.023809523809523808,0.00023671440407148776,0.0003227923691883924,0.0006563444840163978,0.00018291567587342235,54.894366197183096,245.87037037037038,35544.774201450135
flavius_josephus.antiquitates_judaicae.part.2.tess,0.0002965217992942781,0.005396696747155862,8.895653978828344e-05,0.00038547833908256153,0.011307364613088473,0.0026192758937661235,8.895653978828344e-05,5.9304359858855625e-05,0.00032717971089211,0.0,0.0014430727565654868,0.006385102744803455,0.0010872465974123531,0.00014826089964713906,0.3133159268929504,0.015665796344647518,0.00019768119952951876,0.00014826089964713906,0.0010081741176005455,7.90724798118075e-05,62.112426035502956,264.1592689295039,28337.992910170484
flavius_josephus.antiquitates_judaicae.part.20.tess,9.190894886798812e-05,0.004181857173493459,0.00013786342330198218,0.00018381789773597623,0.008394350663276248,0.0027419503078949786,1.5318158144664686e-05,0.0,0.00039862627253771615,0.006191950464396285,0.0015777702889004626,0.007720351704911001,0.0006433626420759168,0.00029104500474862904,0.17337461300309598,0.009287925696594427,0.00026040868845929966,0.0001225452651573175,0.0007046352746545756,3.063631628932937e-05,62.16923076923077,202.11145510835914,13182.990673734048
flavius_josephus.antiquitates_judaicae.part.3.tess,0.00042240249542397295,0.00374746829273576,5.4154166079996534e-05,0.00024910916396798406,0.011426529042879269,0.0023069674750078525,5.4154166079996534e-05,6.498499929599585e-05,0.00042240249542397295,0.0,0.001765425814207887,0.008383064909183464,0.000671511659391957,0.00011913916537599237,0.30952380952380953,0.0026455026455026454,0.00020578583110398684,0.00022744749753598545,0.0005523724940159646,0.00011913916537599237,56.02958579881657,244.25661375661375,25696.021450967222
flavius_josephus.antiquitates_judaicae.part.4.tess,0.00045232209540840477,0.004723084205543576,0.00011571030347656867,0.0005680323988849734,0.01131857150370799,0.002429916373007942,7.363382948508915e-05,0.00010519118497869878,0.0006873433650216249,0.005221932114882507,0.0012412559827486456,0.007100404986062168,0.001640982485667701,0.0002840161994424867,0.3785900783289817,0.015665796344647518,0.0001998632514595277,0.00027349708094461683,0.0008625677168253301,8.415294798295902e-05,60.09615384615385,248.21148825065274,27892.563627811207
flavius_josephus.antiquitates_judaicae.part.5.tess,0.00021822582405046968,0.0053266939779591915,7.93548451092617e-05,0.00021822582405046968,0.010504597621338518,0.0021227421066727504,7.93548451092617e-05,0.00010911291202523484,0.00046785255676445116,0.00411522633744856,0.0011903226766389256,0.007022903792169661,0.0006645968277900668,0.00013887097894120797,0.2139917695473251,0.0,0.00010911291202523484,0.0003174193804370468,0.0007439516728993285,0.00011903226766389255,60.13076923076923,207.43415637860082,14667.418504123683
flavius_josephus.antiquitates_judaicae.part.6.tess,0.00042174928627043863,0.005385413963145601,8.921619517259279e-05,0.0002838697119127952,0.011898196210744874,0.0024169478328575134,0.00013787957435764338,4.055281598754218e-05,0.0003984923705314892,0.01782178217821782,0.0013950168699714508,0.007453607578510252,0.0017194393978717882,0.00021087464313521932,0.24554455445544554,0.007920792079207921,0.00012165844796262653,0.0003487542174928627,0.0009083830781209447,5.6773942382559046e-05,60.13664596273292,244.15049504950494,26896.71398490343
flavius_josephus.antiquitates_judaicae.part.7.tess,0.0004773157639399678,0.005954709776365827,1.5649697178359598e-05,0.0002190957604970344,0.011385154697256608,0.002449177608413277,0.00016432182037277578,7.042363730261819e-05,0.00037309878385673005,0.009157509157509158,0.0013067497143930266,0.007371007371007371,0.0008059594046855193,0.00013302242601605658,0.23809523809523808,0.016483516483516484,0.00028951939779965256,0.0002034460633186748,0.0010954788024851718,7.042363730261819e-05,54.01851851851852,234.06227106227107,20923.179272497942
